,text,label
8806,He is n't on either Joanne or Lia 's side because he wants to stay neutral .,B1
8807,He pressed the button carefully because he was n't sure what it would do .,B1
8808,A blacksmith could always find work .,B1
8809,We just have to accept our son-in- law .,B1
8810,I am pleased to learn this material .,B1
8811,Walking alone at night makes me nervous .,B1
8812,Abe is the current prime minister in Japan .,B1
8813,"On the tour , we saw the room where Hemingway wrote his most famous novel .",B1
8814,"I did not know Max before the third grade , but after we met we became best friends .",B1
8815,Those people talking on cellphones were rude .,B1
8816,Can Teflon be used in clothes ?,B1
8817,I 'll just take one and leave the rest for you .,B1
8818,There was a stray dog sleeping between the buildings .,B1
8819,It 's a good idea to plan to pay off some of your debts before you try to buy a house .,B1
8820,Israelis must serve in the military .,B1
8821,The copilot whom I met was dressed in an Air Canada uniform .,B1
8822,No room is left for more chairs in the kitchen .,B1
8823,It is a world where days never end .,B1
8824,The main thing that I wanted to say was to tell you how grateful I am for your friendship .,B1
8825,Portland has many cyclists .,B1
8826,There is a grape stuck in my nostril .,B1
8827,What I saw was a failure to act .,B1
8828,The seagulls came flying at us when they saw our sandwiches .,B1
8829,"If we were in charge of the government , I would pay more money to people who help people than to bankers .",B1
8830,Lisa was nervous at the party and stood next to her best friend the entire night .,B1
8831,Someone who calls himself a leader must know how to lead .,B1
8832,"If we were willing to risk it , we could climb up on the roof to watch the moon .",B1
8833,"Whenever I need to buy something new , I search for information in a catalogue .",B1
8834,"I am sorry to bother you , but could you help me with this problem ?",B1
8835,Are there any schools you 're looking at in particular ?,B1
8836,My bike has a flat tire .,B1
8837,Learning to play the guitar seemed very easy for him .,B1
8838,It is often difficult to know how to tell if someone is lying or not .,B1
8839,A beret is a kind of hat .,B1
8840,The cameraman was charged with murder .,B1
8841,"Mom , can I get a second blazer ?",B1
8842,Violent pictures turn my stomach .,B1
8843,Sorry I was so gloomy today .,B1
8844,Here is something which will help .,B1
8845,There is no way I can take all of these home .,B1
8846,You are not helpless so pull it together .,B1
8847,Do you have a purse as small as this ?,B1
8848,"If they were just a little older , I would n't have to drive them to those early morning practice games .",B1
8849,The store has changed its return policy so I ca n't get a refund .,B1
8850,The brothers were as plump as their sisters .,B1
8851,What I saw was beyond anything I had seen before .,B1
8852,The patisserie baked 20 cakes a day .,B1
8853,Reading too many romance novels will keep you feeling emotional .,A2
8854,Do you know the names of the people who brought these gifts ?,B1
8855,I 've run out of toothpaste and I need some badly .,B1
8856,There has never been a more romantic story than this one .,B1
8857,"As we just saw , stock investments are not as safe as we once assumed they would be .",B1
8858,They go golfing every weekend no matter how bad the weather is .,A2
8859,Freedom from Mubarak in Egypt has come with a very heavy price for ordinary citizens .,B1
8860,I had a chance to see the Emperor at sumo .,B1
8861,There is never only one way to do something .,B1
8862,"Beth used to sleepwalk when she was younger , but she does n't anymore .",B1
8863,He is the vice president of the PTA .,B1
8864,The sea breeze came through the open window .,B1
8865,"I knew they were only kidding , but it still hurt .",B1
8866,I 've counted how many times she 's come late to work .,B1
8867,Mother wanted Mark to wear a nicer shirt .,A2
8868,Do you know when the Adams family is arriving ?,B1
8869,Have you been singing in the choir ?,B1
8870,I told him the electric bill would be high if he left the lights on all the time .,B1
8871,"Before flying off to America , Ally gave each of her siblings a big hug and a present .",B1
8872,Everything here in this store costs as little as a dollar .,B1
8873,The boys involved in the incident have apologized and offered to pay for the damage .,B1
8874,The Boy Scouts was begun in 1910 according to some information that I read .,B1
8875,Several black limousines were lined up outside .,B1
8876,Sally decided to change her life by moving to Europe .,B1
8877,I believe it was unlikely that John will be awarded a full scholarship but I 'm sure he will get a partial scholarship .,B1
8878,Anna 's so mean that her boyfriend left her .,B1
8879,They won because they are all team players .,A2
8880,"He could fix this for us if he were a programmer , but he ca n't write code .",A2
8881,Clerks often play essential roles .,B1
8882,The baby 's room was decorated in pastel colors .,B1
8883,The boy riding his bike was hurt .,B1
8884,None of them recognized the song playing in the restaurant .,A2
8885,Ryan has some of the most interesting sweaters .,B1
8886,"If I had been the one to make the decision , I would not have sent the boys out alone .",B1
8887,There was nobody in the movie theater but us .,B1
8888,No animal can run as fast as a cheetah .,B1
8889,You are neither overweight nor too skinny .,B1
8890,Women who behave themselves do n't make history .,B1
8891,Acrylic paint dries quite quickly .,B1
8892,His parents wish the police could find the person responsible for the hit and run accident .,A2
8893,Parents carried their sleeping girls and boys back to their cars after the excitement of the late night fireworks display .,B1
8894,"Go ahead , get it off your chest .",B1
8895,The number of people on his side of the church was much greater than the number on hers .,B1
8896,James fell and scratched his elbow .,B1
8897,The babysitter gave him some grape juice .,B1
8898,Humidity causes my hair to curl .,B1
8899,The dying woman was surrounded by her children .,B1
8900,There will be more options for you to choose from if you are open-minded .,B1
8901,Can you believe what Ishihara said about how all foreigners were to blame for crime in Tokyo ?,B1
8902,The younger boys were working as hard as the older men .,B1
8903,"If I tried and failed , would you be disappointed in me ?",B1
8904,Paul was good at making mashed potatoes .,B1
8905,You are too old to wear leather pants .,B1
8906,She grabbed her son so as to stop him from falling .,B1
8907,Is there enough money to order a pizza ?,B1
8908,Do you know anything about the Bosnian War ?,B1
8909,We had just finished the test when the bell rang .,B1
8910,My father told me to put my money in a bank .,B1
8911,We must find something that will cause him to change his mind .,B1
8912,My friend had a brass bed .,B1
8913,Get your elbows off the table .,B1
8914,The neighbors shoveling snow together became friends .,A2
8915,The hockey teams whom he follows are mainly from the Western Division .,A2
8916,Don Cherry is a hockey commentator .,B1
8917,Gemma got free potatoes from her neighbors .,B1
8918,I did n't see anything suspicious .,B1
8919,It is far enough from the house to the ocean so we wo n't be affected by a tsunami .,B1
8920,"If you had seen me last night , you would not have believed your eyes .",B1
8921,Her computer would not allow us to access her files without a password .,B1
8922,She is the program administrator so ask her .,B1
8923,Mohammed Ali was a famous boxer .,B1
8924,Shall I invite your colleagues to Sandra 's farewell party ?,A2
8925,I wish I had done more shopping while I was in Europe but the euro was too strong .,B1
8926,What is the best thing you have ever done ?,B1
8927,I wish he was not in charge of the school .,A2
8928,Tomorrow we will wish we had not drunk so much .,B1
8929,"Students write messages at temples , praying for a chance to pass exams .",A2
8930,They have given us a chance to do it again .,B1
8931,I know a girl who is smart and funny .,B1
8932,Wayne Gretzky was one of the best hockey players of all time .,B1
8933,Mrs. Dalloway finds giving parties enjoyable .,B1
8934,His snowmobile fell through the ice .,A2
8935,"No matter what anyone thinks , remember what you think is the right thing to do , and do it .",B1
8936,She was n't sure how to respond to his angry email .,B1
8937,Paul hated changing diapers .,B1
8938,The moon was as bright as a light bulb .,B1
8939,My professor looked like someone I knew in high school but I could n't quite figure out who .,B1
8940,Military personnel wear khaki uniforms in the desert .,A2
8941,My brother asked me to pick up more bananas from the market on my way home .,B1
8942,I wish our school group could go to Tohoku to join in the planting of the new seaside trees .,B1
8943,He likes sticking his nose in other people 's business and gossiping about it .,B1
8944,My aunt was a politician in Virginia .,A2
8945,I do n't know how the four years of my undergraduate studies went by so quickly .,A2
8946,The last fireworks display will be the biggest one .,B1
8947,The Star Wars movies are about worlds where the forces of good and evil do battle .,B1
8948,We used worms on our fishing hooks .,B1
8949,Good generals have exit plans .,B1
8950,Are pencils still made with lead ?,B1
8951,It was there that he crashed his bike .,B1
8952,"While I was away , he finished writing one page of his twelve page essay .",A2
8953,Even shells and beads were sometimes used as money in the distant past .,B1
8954,Not all researchers wear lab coats .,B1
8955,I love the graphics on my new hands - free computer program .,B1
8956,"He told us if we gave him our wallets , we had nothing to fear .",B1
8957,I prefer tea although I do drink coffee sometimes .,B1
8958,"Although I saved a lot of money , I could n't buy one .",B1
8959,Sometimes a mouse is trained to perform in shows .,B1
8960,The nice gentleman went out of his way to give me his umbrella .,B1
8961,Sylvia keeps her grade-point average high so that she can get a scholarship .,B1
8962,Lina likes collecting postcards .,B1
8963,She 's already done the sweeping .,B1
8964,England is famous for its bad weather where it is rarely sunny .,B1
8965,Jamie absolutely hated mushroom .,B1
8966,We saw all our cousins at the funeral .,B1
8967,Jenna is scary when she gets mad .,B1
8968,Do n't show your belly in public .,B1
8969,Hula dancers know how to move their hips .,B1
8970,The construction workers kept the site clean .,A2
8971,The pool was filled with clean water .,B1
8972,Carla suddenly dropped her bags and ran out of the lecture room .,B1
8973,The performers were taught exactly when to start dancing and singing within the play .,B1
8974,I hear music but I do n't know where it 's coming from .,B1
8975,Put the puck in the back of the net .,B1
8976,It was from that point that our group realized that it would be impossible to finish by the deadline .,B1
8977,"Since they won the game , the last goal must have been very rewarding .",B1
8978,"If you keep the laundry too close to the heater , it may burn .",A2
8979,Did you hear Obama 's speech about the new policies for the NSA ?,A2
8980,We talked all night to try to figure out the one thing that would change his mind .,B1
8981,Silicon is a chemical element .,B1
8982,You may change your major if you discuss it with your advisor .,B1
8983,Jess told us she knew where to find the best doctor .,B1
8984,There were so many people against the World Cup being held in Brazil because they thought it would be unsafe .,A2
8985,The dog looks guilty .,B1
8986,The girls were fighting for the right to attend school .,B1
8987,The new zookeeper was surprised to see a new baby elephant .,B1
8988,Speaking your own mind can be as important as listening .,A2
8989,Their smiles seemed forced .,B1
8990,She needs new paint brushes for painting .,B1
8991,I knew exactly what this group of boys was up to .,B1
8992,The work would have been easier if you had been here to help me .,B1
8993,She put her feet in the bathtub .,B1
8994,I called but you were busy and I did n't want to interrupt .,B1
8995,"If we went to that beach , could we park for free ?",B1
8996,Lana found a poisonous mushroom in the forest .,B1
8997,Liam got new shoes before the party .,B1
8998,James is so organized that he 's never handed in late homework .,B1
8999,I like seeing police boxes in my neighborhood .,B1
9000,I want to get involved but there are so many clubs to choose from .,B1
9001,We hiked to an area where there was fresh water .,B1
9002,You must use these herbs to season the chicken .,B1
9003,He is a poor college student and needs money badly .,B1
9004,Neither his older sister nor his younger sister has a job .,B1
9005,He went to Greece but I do n't know what he 's doing .,A2
9006,The men are having fruit with their dinner .,B1
9007,Do you know who your government representative is ?,B1
9008,I write for those who cannot speak for themselves .,B1
9009,It is good to be friends with Andrea again .,B1
9010,"All the bicycles in front of the station had been locked , so they were removed using tools .",B1
9011,He likes reading but because of his bad eyesight he cannot read for very long .,A2
9012,The hamster was afraid so it bit my finger with its little teeth .,B1
9013,It was a world where people lived underground .,A2
9014,"When I dropped off my backpack in the locker room , I thought I saw yours in there too .",B1
9015,I wish we could go away and not come back until the trial was over and he was put in prison .,B1
9016,My father showed me how to get my passport renewed .,B1
9017,Ben seemed talkative but he 's usually rather quiet .,B1
9018,My parent 's rules do n't allow me to watch much TV .,B1
9019,"Your new kitchen table looks just like ours , except for the color .",B1
9020,I need to check the baby 's temperature .,B1
9021,Who won the NBA championship ?,B1
9022,I got my cat a collar with bells .,B1
9023,What we have to do is to change this setting .,B1
9024,Grandfather 's eyebrows are turning white .,B1
9025,Passengers are required to wear seatbelts .,B1
9026,No parent likes to see their child suffering .,B1
9027,The dogs got tired from running at the park this afternoon .,B1
9028,I may need to use the restroom soon .,B1
9029,I 'm glad my roommate enjoyed her birthday party last night but it was a very noisy one .,B1
9030,"If it crashes again , call the computer technician .",A2
9031,"If you were a musician , what instrument would you play ?",B1
9032,"If we were musicians , wow ... would n't that be great ?",B1
9033,I could hear the monks chanting .,B1
9034,They passed many houses along the way .,B1
9035,She added a tablespoon of lemon juice .,B1
9036,They looked for a way to escape .,B1
9037,Moby Dick was the name of a whale .,B1
9038,The government announced that the people who were responsible would be found and punished .,B1
9039,I used to write for the local paper .,B1
9040,Please help me to make sense of this terrible news .,B1
9041,I went upstairs while my boyfriend argued with his little brother about which team would win the World Cup .,B1
9042,Typing quickly is something I 've become very good at .,A2
9043,Exercising more will help you to lose weight .,B1
9044,"If I had found an answer , we could have been saved .",A2
9045,He must have misunderstood my instructions .,B1
9046,Samuel found the city of London quite exciting .,B1
9047,"Before your father goes in to get his surgery , you should go talk to him and give him comfort .",A2
9048,It 's hard to find furniture made of wood .,B1
9049,"If she went into the water , we would see her footprints .",A2
9050,Dan loves to travel internationally .,B1
9051,Some children think their mothers are personal maids .,B1
9052,I did n't mean to cause such a huge misunderstanding .,B1
9053,The climate here is very different from that of Sweden .,A2
9054,Fresh fish with lemon butter is my favorite dish .,B1
9055,Liz was never taught when to stop playing .,B1
9056,"A duck 's foot is yellow , or orange , or sometimes almost brown .",B1
9057,The boys quietly walked past their parents who were already asleep .,B1
9058,They have given their approval .,B1
9059,Kevin and Beth arrived a couple minutes before the concert .,B1
9060,Dad never gives us permission to go to rock concerts .,B1
9061,The puck flew into the crowd .,B1
9062,The crowd roared when he scored a goal .,B1
9063,He was charged with making a false report .,B1
9064,Mrs. Warner 's youngest daughter is always running around and is the most energetic one .,B1
9065,Vicky always wanted a turtle .,B1
9066,This leaf has some holes in it .,B1
9067,The path ended at the place where the river began .,B1
9068,She jogs at sunrise on most days .,B1
9069,Do n't feed the geese at the park .,B1
9070,This is called pink gold .,B1
9071,It 's important to know when to negotiate and when to walk away from a deal .,B1
9072,The woman waiting in line in front of me began to shout when the clerks turned off the lights .,B1
9073,"Have fun sometimes , or you will get stressed .",B1
9074,The moonlight made the countryside shadowy .,B1
9075,Eventually they all got what they wanted : Harry married Ginny and Hermione married Ron .,B1
9076,I fought hard for my position in the debate .,B1
9077,You should pull hard to ring the bell .,B1
9078,Some students share USB drives but I do n't like to share mine .,B1
9079,I wish NTT would stop calling me at night to try to sell me a new Internet plan .,B1
9080,Robert will get his nephew a birthday present .,B1
9081,That is made from goat meat .,B1
9082,When the doorbell rang I hurried to the door because I knew the book I ordered had finally arrived .,B1
9083,These cucumbers are emerald green .,B1
9084,It was the moment when he left .,B1
9085,The big mess in the living room is the children's .,B1
9086,A reusable rocket has been built by Elon Musk .,B1
9087,Skater culture is popular right now .,B1
9088,My three - year- old daughter falls on the floor and cries if she does n't get what she wants .,A2
9089,It was on this spot where my husband proposed to me .,B1
9090,The wind took the plastic bag high up in the air .,B1
9091,The news of his death brought the meeting to a halt .,B1
9092,The hawk flew down and grabbed a snake .,B1
9093,He 's so pale that he looks sick .,B1
9094,I 'll spread my cloak on the grass for us .,B1
9095,That seems like a harsh punishment .,B1
9096,The court has n't decided the punishment yet .,A2
9097,Architects competed for the Olympic Stadium design .,B1
9098,Let 's get mom a bracelet for her birthday .,B1
9099,"If he tried to stop suddenly , the brakes might lock .",B1
9100,"That looks a lot like ours , but it ca n't be because I left ours at home .",B1
9101,He knows best when to plant each kind of flower and vegetable .,B1
9102,There is a big difference between what is happening now and what they see as the next steps in what should be happening now .,B1
9103,"If you knew he was lying , would you tell his wife ?",B1
9104,There is no need to get so upset about the situation .,B1
9105,My father cleaned the fish when we came home .,B1
9106,The medicine kept Walter alive .,B1
9107,He said he would think over the proposal because he still had to consider other factors concerning it .,A2
9108,The beaches are crowded on sunny days .,B1
9109,We had practice at the rink every morning .,B1
9110,Would you rather meet for lunch at your place or mine ?,B1
9111,The programmer sat surrounded by computers .,B1
9112,He crawled out of his bed .,B1
9113,It is difficult to describe what we have seen .,B1
9114,I have been writing sentences for millions of years .,B1
9115,It is something which people should take seriously .,B1
9116,He forgot to walk the dog last night so now there is a big mess to clean .,B1
9117,"If it were n't so important , she would not keep reminding you to work on it .",B1
9118,Alligator meat tastes like chicken .,B1
9119,I always injure myself during basketball season .,B1
9120,He broke all the current speed records .,B1
9121,You can not always depend on others .,B1
9122,He went on talking the entire night .,B1
9123,"If it 's late when you come by , please knock quietly .",B1
9124,Nowadays cashiers can just scan products .,B1
9125,The man whom he had met as a child turned out later to be his real father .,B1
9126,I did n't know why he was so picky about our date tonight until I realized it was our wedding anniversary .,B1
9127,He lied in order to get selected .,B1
9128,He was our only child before the twins came along .,B1
9129,One thing that I 've learned is to stay fit .,B1
9130,A Streetcar named Desire is a famous movie .,B1
9131,He picked pears to give to his friends .,B1
9132,Bill does n't ever bet any money though he goes to the horseraces very often .,B2
9133,Shall we include diagrams in our sociology presentation ?,B2
9134,Someone who is assertive is neither passive nor aggressive .,B2
9135,The students celebrating the Japanese Women's Team win stayed up late into the night but cleaned up their mess before they left .,B2
9136,Police have not yet identified the floating girl found yesterday but she is believed to be in her late teens .,B2
9137,It might be better if we took mine --- it 's got air conditioning and gets better gas mileage .,B2
9138,The soldiers bought themselves many rounds of imported beer after the war was over .,B2
9139,This system allows us to monitor all in-coming and out-going payments .,B2
9140,"The children sat barefooted on the floor of the temple , waiting for food .",B2
9141,The little boy spilled ice cream on his sneakers .,B2
9142,It 's nice to see more interracial couples who are accepting of our differences .,B2
9143,November is grow-a- moustache month .,B1
9144,"Because it is complicated , I 'll be happy to help you through the new registration process .",B2
9145,The crease in his newly ironed pants was as sharp as a razor 's edge .,B2
9146,Nothing you do or say will ever stop Sally from chasing her dream of becoming a veterinarian .,B2
9147,Amanda 's costume was almost identical to that of Tasha's .,B2
9148,Sometimes people become irrational when they are emotional .,B2
9149,"Following the collapse of highways in Kobe after the earthquake , standards changed for new roads that were built .",B2
9150,Pain relievers will help you to get rid of that headache .,B2
9151,Only use qualified electricians .,B2
9152,You might improve your biology grades if you study more frequently .,B2
9153,I avoid seeing my friends from high school because they are immature .,B2
9154,The bike suddenly pulled out into the road .,B2
9155,"For those with money to invest , stocks are one option .",B2
9156,It 's unusual to see a butler nowadays .,B2
9157,The handicapped boys were mainstreamed into regular classes .,B2
9158,"He 'd been gone for nearly a year , but she still kept his clothes hanging neatly in the closet .",B2
9159,A priest performs religious duties .,B2
9160,The leash keeps the dog from running away .,B2
9161,The man sitting across the room looked oddly familiar .,B2
9162,The judge called for order in the courtroom after the outburst .,B2
9163,"What I said was that I did n't believe in all the hype about global warming , not that I did n't believe in climate change .",B2
9164,Crimson is a combination of red and purple .,B1
9165,Writing down what I eat takes the pleasure out of eating .,B2
9166,A strange odor was coming out of the apartment upstairs .,B2
9167,John was herding his sheep .,B2
9168,Saturn is a ringed planet .,B2
9169,Cindy keeps her hair blond because she 's idolized Marilyn Monroe since she was a girl .,B2
9170,These people whom you oppose are very powerful .,B2
9171,I ca n't believe I got dragged along on a blind date .,B2
9172,The wizard whom he lost was his godfather .,B2
9173,She has a convertible BMW .,B1
9174,The women were rowing as hard as the men .,B2
9175,They should fire that awful accountant .,B2
9176,What we really need to do is to figure out the priorities first .,B2
9177,His favorite cartoonist is Gary Larsen .,B2
9178,I 'm happy to provide you with more information on the blueprint for the new infrastructure .,B2
9179,He found what he believed was gold but was only pyrite .,B2
9180,Anyone who tries to swim the English channel will find the water very cold and quite choppy .,B2
9181,We have to figure out what to do about the power until the generator is fixed .,B2
9182,Thinking about the impossible will keep you agitated .,B2
9183,The woman whom some claimed to be the missing daughter of the Czar was proved to be a fraud .,B2
9184,The sudden bright sun in December made the ice on the pond dazzling to the eye .,B2
9185,It 's nice of Mark to be so appreciative .,B2
9186,He puts Jamaican jerk on his meat .,B2
9187,He told me I could get extra credits in college if I took summer classes but I did n't want to stay in the States during summer vacation .,B2
9188,"My grandfather has no teeth , so he wears dentures .",B2
9189,"If you contact your professor beforehand , you might be able to get an extension on your paper .",B2
9190,Helen never walks late at night ever since her friend was robbed .,B2
9191,The baby whose lungs were underdeveloped spent several weeks in the hospital .,B1
9192,Jamie really liked Felicia 's floral blouse .,B2
9193,This private matter was nothing to concern yourselves with .,B2
9194,"Although Ian is only 10 years old , his artwork is so refined and unique that it is almost better than that of professional artists .",B2
9195,I watched the professor while she frantically looking for our exams .,B2
9196,There must be a reexamination if the majority of the students scored less than 40 % on the test .,B2
9197,The actors whom the press often hounds are paying a high price for their fame .,B2
9198,Every good cook knows how to combine flavors to create delicious meals .,B2
9199,People whose lives were changed by the tsunami were interviewed by NHK .,B2
9200,Nothing has grown in our garden since we spread very powerful pesticide .,B2
9201,Richard felt like he was annoying Jess with all the attention he was giving her .,B2
9202,My friend thought her essay was graded so unfairly that she went to negotiate for a better grade .,B1
9203,I am impatient in heavy traffic .,B2
9204,Most of what I learned in algebra I never used .,B1
9205,Ben is not interested in doing business with us so we must stop pestering him .,B1
9206,The man is too aggressive and dangerous to interact with .,B2
9207,This runny nose is making me miserable .,B2
9208,She was n't able to communicate to anyone at the conference because she could n't speak any English .,B1
9209,A woman whose pastime is dance might have trouble earning a living unless she is very skilled .,B1
9210,"The students took the elevator to the basement , where the professor conducted all of his experiments .",B1
9211,"Unfortunately , she is a parent whose rules must be enforced through guilt and manipulation instead of reason and trust .",B2
9212,Hold your nostrils closed before you dive in .,B2
9213,Are there a lot more companies not doing animal testing these days ?,B2
9214,My renewed application was denied .,B2
9215,Victoria was very good at changing Billy 's diaper .,B2
9216,The wild horses came from ship wrecks .,B2
9217,They raced their motorcycles through a dangerous intersection .,B2
9218,Please pick up all these things that are scattered all over the floor .,B2
9219,People whose voices are deep and sonorous often get radio and movie voice work .,B2
9220,She 'll be furious if she finds out .,B2
9221,Mrs. Walters stood with her hands on her hips and a stern look on her face .,B2
9222,His watch was broken ; he had no way to judge if he could arrive on time .,B2
9223,Every store in Japan seemed to have wonderful lighting and decorations .,B1
9224,Three Russian diplomats were expelled from the U.S.,B2
9225,People asking about their missing loved ones looked so desperate .,B2
9226,She had her stomach stapled to lose weight .,B2
9227,"If I were an engineer , I would look for a chemical safer than water to use for geothermal energy production .",B2
9228,You should do that late at night so you do n't irritate people .,B2
9229,Peter 's vest made him look elegant .,B2
9230,Japan must be a very strong nation to have become a leading economic force in so few years .,B2
9231,There have been many opposition groups against Hitler 's ideology for decades now .,B2
9232,Sally likes to wiggle her loose tooth to make the younger children laugh .,B2
9233,Titanium is commonly found in the earth 's crust .,B2
9234,I tried to do my homework but was distracted by my neighbor 's loud television .,B2
9235,My older brother drives a rebuilt car .,B2
9236,They were able to track the astronauts ' return and quickly get to the area where they landed .,B2
9237,"One of the first and most famous libraries was built in Alexandria , Egypt around the time of Ptolemy .",C1
9238,"Although I had a three day weekend , I did n't get much done because I procrastinated most of the time .",C1
9239,Obokata 's research has been questioned since other researchers were unable to duplicate her method for creating STAP cells .,B2
9240,Do you think that Carl will be the valedictorian of the class of 2017 ?,C1
9241,There is more than one way to make a great lasagna .,C1
9242,2001 Heisei Ultraman Side Stories,A1
9243,1999 Special Edition bonus disc,A1
9244,"Sucre was killed on June 4 , 1830 .",A1
9245,There are four games in the series,A1
9246,The international yard is exactly 0.9144 metres .,A2
9247,Magic is common in the game .,A2
9248,The pass is open only from May to November .,A2
9249,Research on the Aha !,A2
9250,The ratio of height to width is 5 to 8 .,A2
9251,3 ... Bf5 is most often played .,A2
9252,Exchange students from Italy and Germany help the students learn English .,A2
9253,"In 2010 , the band played in more than 150 concerts all over Europe .",A2
9254,"After one year , she opened the bookshop again .",A2
9255,Ramen comes in various shapes and lengths .,A2
9256,"The mall opened its doors to the public August 11 , 1992 .",A2
9257,An interval that is open does not include the beginning or the end .,B1
9258,See : List of famous Bajan people,B1
9259,There are several methods that can be used to solve a Rubik 's Revenge .,B1
9260,There are five hiking trails on Hallasan .,B1
9261,"However , the principle is applied very broadly beyond bottles to paint and automobile parts such as tires .",B1
9262,Internet Explorer has introduced a number of extensions to the DOM that have been adopted by other browsers .,B1
9263,A merger was proposed already in 1964 but did n't become reality until a meeting on 6 December 1992 .,B1
9264,"The main range was three storeys high , 42.4 m by 5.5 m . Each floor was used for doubling - and there were 306 doubling machines .",B1
9265,The label K2 is still the name by which the mountain is commonly known .,B1
9266,"On October 2 , 1658 he was chosen to the council of war .",B1
9267,This coup was soon followed by his first world title in 1942 .,B1
9268,Short - term memory is also known as working memory .,B1
9269,He made his debut for Italy in 1958 .,B1
9270,Acting as a provider of loans is one of the main tasks for financial institutions .,B1
9271,Singapore has many Art Deco buildings from the 1920s and 1930s .,B1
9272,Rempe began playing pool at the age of 6 .,B1
9273,Go - Toba took the throne at the age of three .,B1
9274,A total of 31 players have been the captain of the Indian Test team so far .,B1
9275,"However , the entry must be written to the backing store at some point in time .",B1
9276,"s of 2009 , there are seven Roquefort producers .",B1
9277,Grime emerged in the early 2000s in London .,B1
9278,Usually each partition contains exactly one file system .,B1
9279,DCPIP is often used to measure the electron transport chain in plants .,B1
9280,From 1968 to 1980 the bank worked mostly on meeting the basic needs of people in poor countries .,B1
9281,A person who plays the trombone is called a trombonist or trombone player .,B1
9282,"The following is the modern version , adopted in 1900 , without the vivid attacks against Spain .",B1
9283,Up - and-over or overhead doors are often used in garages .,B1
9284,"The current flag was adopted on March 1 , 1961 .",B1
9285,Sake Dean Mahomed also developed a fashionable massage .,B1
9286,"The smallest amount of time was 8 seconds , and the largest was 34 seconds .",B1
9287,Arovell publishes modern literature in the German language .,B1
9288,"Only after the death of his mother in 1663 , he really assumed power .",B1
9289,"After the meetings , the Councilors always take lunch together .",A2
9290,"In most cases , contribution claims are made like the original claim itself .",B1
9291,The release cycle has followed various schedules but currently aims for four releases per year .,B1
9292,The 20 in diameter cannon accepted balls that weighed 175 kg .,B1
9293,All- female bands are not restricted by mainstream genres .,B1
9294,"The band also participated at Dansbandskampen 2009 , being one of the finalists .",A2
9295,A major railway survey in April 1961 was used in the writing of a government report on the future of the network .,B1
9296,"There are 27 civil police forces in Brazil , one for each state .",B1
9297,"A triple flat can be found , but it is very rare .",B1
9298,OBO carriers are today not as common as in the 1970s and 1980s .,B1
9299,Hi - Five has released three studio albums and one mini-album .,B1
9300,All places and objects listed on the register are entitled to a blue sign .,B1
9301,"Although pin stripes are found in mostly in men's suits , any type of fabric can be pin striped .",B1
9302,"Food and equipment are brought to the South Base Camp by Sherpas or porters , with the help of animals like yaks .",B1
9303,Hard - boiled eggs are completely cooked .,B1
9304,It was ruled by a king called a Bai or Obai .,A2
9305,"People with BPD feel emotions more easily , more deeply and for longer than others do .",B1
9306,A commercial failure is a product that does not complete a goal .,B1
9307,A full-time etiquette coach was hired .,B1
9308,The seventh and final king of Rome was Lucius Tarquinius Superbus .,B1
9309,"All formulas in this article are correct in SI units , but in other unit systems , the formulas may need to be changed .",B1
9310,Ri possibly gave birth to a child in 2010 ; sources have reported it is a boy .,B1
9311,LEED is not a standard but an evaluation grid .,B1
9312,Eyewitnesses described the scene of the execution by burning on 30 May 1431 .,B1
9313,The club have had a number of different kit manufacturers since the 1970s .,B1
9314,Shabbat is a day of celebration as well as prayer .,B1
9315,On 29 April 1789 he was caught stealing food .,B1
9316,The title of chess expert is not awarded for life .,B1
9317,The methods used cover both static and dynamic situations .,B1
9318,Clarin remains a rather unknown figure in the Spanish literary world .,B1
9319,The first electronic version of the dictionary was made available in 1988 .,B1
9320,Fireworks dates back to the 7th century and originated in China .,B1
9321,In the following area local calls must be dialed using the area code from the date shown .,B1
9322,In March 1944 a military training camp was set up at the lake .,B1
9323,The primary colors always appear on the color wheel .,B1
9324,"In its basic form , it is simple and strong .",B1
9325,"It is named because it is close and looks like the Great Sandy Desert , but it is much smaller .",B1
9326,"During the 1990s , the mansion had a $ 4.4 million improvement program .",B1
9327,Public speakers may use audience response systems .,B1
9328,"Agent 47 's appearance consisted of a pure black suit , black leather gloves , a white dress shirt and a red tie .",B1
9329,The Dr. I was used only in small numbers and it had many problems .,B1
9330,It was originally planned to be taken into use for the 2009 / 2010 season .,A2
9331,Similarities in his musical style with the earlier works of Mozart have often been noted .,B1
9332,In 1955 he graduated clarinet successfully .,B1
9333,More grab poles were also added .,B1
9334,"At present , the school has already 40 sets of computers and other facilities needed by the growing population .",B1
9335,There seems to be a two phase process .,B1
9336,"In the 1880s , he worked as chief engineer of a railroad India .",B1
9337,On the north side of the gate are two plaques .,B1
9338,"Today there are only six known species of lungfish , living only in Africa , South America and Australia .",B1
9339,"He stepped up to single-seaters at the end of 2002 , when he competed in the British Formula Renault Winter Series .",B1
9340,"Now known simply as Opera , the browser has become very popular despite the competition .",B1
9341,"Following the decision to withdraw tram services in London and replace them with buses , the station closed just after 12.30 am on 6 April 1952 .",B1
9342,The building was founded as a brass factory .,B1
9343,"Late in the 19th century , after the invention of telephones and microphones , the electric hearing aids was created .",B1
